"TimeGenerated","ServiceName","ArmRegionName","CurrencyCode","Tier","UnitOfMeasure","RetailPrice","EffectiveStartDate"
"3/9/2023 3:36:05 PM","Azure Monitor","uaenorth","GBP","200","1/Day","397.5879","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","uaenorth","GBP","5000","1/Day","8697.2362","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","uaenorth","GBP","1000","1/Day","1836.6834","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","uaenorth","GBP","500","1/Day","934.5477","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","uaenorth","GBP","400","1/Day","760.603","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","uaenorth","GBP","300","1/Day","583.4171","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","uaenorth","GBP","2000","1/Day","3586.9347","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","uaenorth","GBP","100","1/Day","211.7588","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","uaenorth","GBP","Pay-as-you-go","1 GB","2.7554","1/1/2019 12:00:00 AM"
