"TimeGenerated","ServiceName","ArmRegionName","CurrencyCode","Tier","UnitOfMeasure","RetailPrice","EffectiveStartDate"
"3/9/2023 3:36:05 PM","Azure Monitor","westus2","JPY","200","1/Day","50189.68","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","westus2","JPY","1000","1/Day","231854.5","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","westus2","JPY","100","1/Day","26731.46","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","westus2","JPY","500","1/Day","117973.025","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","westus2","JPY","2000","1/Day","452798.2","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","westus2","JPY","300","1/Day","73647.9","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","westus2","JPY","5000","1/Day","1097899.25","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","westus2","JPY","400","1/Day","96015.04","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","westus2","JPY","Pay-as-you-go","1 GB","313.6855","2/1/2018 12:00:00 AM"
