"TimeGenerated","ServiceName","ArmRegionName","CurrencyCode","Tier","UnitOfMeasure","RetailPrice","EffectiveStartDate"
"3/9/2023 3:36:05 PM","Sentinel","uksouth","NOK","2000","1/Day","19267.01","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","uksouth","NOK","1000","1/Day","10154.235","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","uksouth","NOK","5000","1/Day","45563.875","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","uksouth","NOK","300","1/Day","3384.745","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","uksouth","NOK","200","1/Day","2343.285","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","uksouth","NOK","Pay-as-you-go","1 GB","26.0365","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","uksouth","NOK","400","1/Day","4339.3472","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","uksouth","NOK","500","1/Day","5207.3","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","uksouth","NOK","100","1/Day","1301.825","9/24/2019 12:00:00 AM"
