"TimeGenerated","ServiceName","ArmRegionName","CurrencyCode","Tier","UnitOfMeasure","RetailPrice","EffectiveStartDate"
"3/9/2023 3:36:05 PM","Sentinel","australiacentral","EUR","400","1/Day","458.5021","12/1/2020 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","australiacentral","EUR","200","1/Day","247.5928","12/1/2020 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","australiacentral","EUR","5000","1/Day","4814.3054","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","australiacentral","EUR","300","1/Day","357.6341","12/1/2020 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","australiacentral","EUR","1000","1/Day","1072.9023","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","australiacentral","EUR","500","1/Day","550.2063","12/1/2020 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","australiacentral","EUR","100","1/Day","137.5516","12/1/2020 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","australiacentral","EUR","Pay-as-you-go","1 GB","2.751","12/1/2020 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","australiacentral","EUR","2000","1/Day","2035.7634","6/1/2021 12:00:00 AM"
