"TimeGenerated","ServiceName","ArmRegionName","CurrencyCode","Tier","UnitOfMeasure","RetailPrice","EffectiveStartDate"
"3/9/2023 3:36:05 PM","Sentinel","canadacentral","CHF","1000","1/Day","879.6996","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","canadacentral","CHF","400","1/Day","375.94","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","canadacentral","CHF","2000","1/Day","1669.1736","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","canadacentral","CHF","500","1/Day","451.128","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","canadacentral","CHF","5000","1/Day","3947.37","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","canadacentral","CHF","200","1/Day","203.0076","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","canadacentral","CHF","Pay-as-you-go","1 GB","2.2556","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","canadacentral","CHF","100","1/Day","112.782","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","canadacentral","CHF","300","1/Day","293.2332","9/24/2019 12:00:00 AM"
