"TimeGenerated","ServiceName","ArmRegionName","CurrencyCode","Tier","UnitOfMeasure","RetailPrice","EffectiveStartDate"
"3/9/2023 3:36:05 PM","Azure Monitor","francesouth","NZD","300","1/Day","1131.3033","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","francesouth","NZD","Pay-as-you-go","1 GB","4.4823","2/1/2018 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","francesouth","NZD","2000","1/Day","6955.4202","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","francesouth","NZD","400","1/Day","1474.8843","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","francesouth","NZD","500","1/Day","1812.1803","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","francesouth","NZD","100","1/Day","410.6212","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","francesouth","NZD","200","1/Day","770.9622","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","francesouth","NZD","5000","1/Day","16864.799","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","francesouth","NZD","1000","1/Day","3561.5104","6/1/2021 12:00:00 AM"
