"TimeGenerated","ServiceName","ArmRegionName","CurrencyCode","Tier","UnitOfMeasure","RetailPrice","EffectiveStartDate"
"3/9/2023 3:36:05 PM","Sentinel","eastus2","AUD","400","1/Day","495.8792","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","eastus2","AUD","300","1/Day","386.7896","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","eastus2","AUD","100","1/Day","148.7652","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","eastus2","AUD","200","1/Day","267.7774","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","eastus2","AUD","Pay-as-you-go","1 GB","2.9753","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","eastus2","AUD","500","1/Day","595.061","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","eastus2","AUD","5000","1/Day","5206.7837","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","eastus2","AUD","2000","1/Day","2201.7257","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","eastus2","AUD","1000","1/Day","1160.3689","6/1/2021 12:00:00 AM"
