"TimeGenerated","ServiceName","ArmRegionName","CurrencyCode","Tier","UnitOfMeasure","RetailPrice","EffectiveStartDate"
"3/9/2023 3:36:05 PM","Sentinel","northcentralus","BRL","Pay-as-you-go","1 GB","12.4669","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","northcentralus","BRL","5000","1/Day","21817.11","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","northcentralus","BRL","1000","1/Day","4862.0988","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","northcentralus","BRL","100","1/Day","623.346","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","northcentralus","BRL","400","1/Day","2077.82","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","northcentralus","BRL","500","1/Day","2493.384","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","northcentralus","BRL","300","1/Day","1620.6996","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","northcentralus","BRL","200","1/Day","1122.0228","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","northcentralus","BRL","2000","1/Day","9225.5208","6/1/2021 12:00:00 AM"
