"TimeGenerated","ServiceName","ArmRegionName","CurrencyCode","Tier","UnitOfMeasure","RetailPrice","EffectiveStartDate"
"3/9/2023 3:36:05 PM","Azure Monitor","westus","AUD","2000","1/Day","5531.687","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","westus","AUD","200","1/Day","613.1508","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","westus","AUD","Pay-as-you-go","1 GB","4.4481","2/1/2018 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","westus","AUD","300","1/Day","899.7322","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","westus","AUD","100","1/Day","326.5695","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","westus","AUD","400","1/Day","1172.9842","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","westus","AUD","1000","1/Day","2832.4903","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","westus","AUD","5000","1/Day","13412.6748","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","westus","AUD","500","1/Day","1441.2377","11/1/2019 12:00:00 AM"
