"TimeGenerated","ServiceName","ArmRegionName","CurrencyCode","Tier","UnitOfMeasure","RetailPrice","EffectiveStartDate"
"3/9/2023 3:36:05 PM","Azure Monitor","canadaeast","GBP","100","1/Day","183.8526","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","canadaeast","GBP","300","1/Day","506.5327","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","canadaeast","GBP","500","1/Day","811.3903","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","canadaeast","GBP","Pay-as-you-go","1 GB","2.3116","2/1/2018 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","canadaeast","GBP","5000","1/Day","7551.0888","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","canadaeast","GBP","400","1/Day","660.3685","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","canadaeast","GBP","200","1/Day","345.1926","11/1/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","canadaeast","GBP","1000","1/Day","1594.6399","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Azure Monitor","canadaeast","GBP","2000","1/Day","3114.2379","6/1/2021 12:00:00 AM"
