"TimeGenerated","ServiceName","ArmRegionName","CurrencyCode","Tier","UnitOfMeasure","RetailPrice","EffectiveStartDate"
"3/9/2023 3:36:05 PM","Sentinel","westcentralus","USD","5000","1/Day","4200","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","westcentralus","USD","100","1/Day","120","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","westcentralus","USD","Pay-as-you-go","1 GB","2.4","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","westcentralus","USD","500","1/Day","480","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","westcentralus","USD","400","1/Day","400","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","westcentralus","USD","300","1/Day","312","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","westcentralus","USD","200","1/Day","216","9/24/2019 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","westcentralus","USD","2000","1/Day","1776","6/1/2021 12:00:00 AM"
"3/9/2023 3:36:05 PM","Sentinel","westcentralus","USD","1000","1/Day","936","6/1/2021 12:00:00 AM"
